text,rating,product_topic,label_ai_generated
"excatly what i wanted ..fits my hair perfectly ,was searching for something like this for a very long time .Happy with the purchase.",4,real_product,0
It is not well designed. It is not easy to hold.,1,real_product,0
"Arrived on time. Love this stuff, so many great uses",5,real_product,0
I would like to give this product no stars as I could not even get it on the shower wall to try it.  The &#34;suction&#34; cup did not work and the washer separated from the tightening gadget so that it would not tighten and fasten to the wall after a certain point.  Just missed the 30-day return window to send it back :(,1,real_product,0
"I'll be honest - for the price, I wasn't expecting much. I bought this thinking that if the tool for cleaning under the toenails was usable and didn't snap off the first time I used it, I'd consider it a win.<br />I can honestly say I'm blown away by the quality of these items. They're heavy and solid, and appear to have no plastic whatsoever (other than the grips on the clippers). They actually feel like quality dental or medical tools in terms of weight, finish, and balance. The nippers are strong, sharp, precise, and perfectly aligned. They require a bit of getting used to for using, but they snipped even my thick old gnarly big toenail with almost no effort. They worked pretty well on dead skin/calluses too, but to be honest they're so sharp I'm afraid to try much with that - I'll just stick to the cuticle removing tool, which is also sharp if somewhat less easy to use on my own toes (works great on my fingers though).<br /><br />I am extremely impressed - these would be a value at even twice or three times the price.",5,real_product,0
"I have to be careful what I put into the containers because my face lotion leaked out of one of the pots and then my conditioner dried out in one of the silicone tubes. I love the fact that they have the labels printed on the tube so if you turn it, you can change the label without having to worry about it fading, falling or washing off, or getting destroyed.",3,real_product,0
"""For the price, these false lashes are a solid 4/5 stars, some glue issues tho""",4,false eyelashes,1
I bought this face mask for myself as an indulgent treat online. It was an utter disappointment leaving my skin dry.,1,face masks,1
"Comparable to Old Spice Red Collection, this deodorant is a close second in performance and effectiveness but slightly overpriced.",2,deodorant,1
The product was bad! Felt gross to the touch!,1,real_product,0
"""Arrived extremely promptly despite the chaos of delivery services right now, product exceeded my expectations in every way.""",5,hair styling tools,1
I bought this set for myself and they're already shedding after the third use.,1,makeup brushes,1
"the color matching was decent but the whole thing keeps falling off, really not worth the money.",2,hair extensions/wigs,1
"Excellent value for £20, soft bristles and sturdy handles make application a breeze with these beautiful makeup brushes.",5,makeup brushes,1
"For the affordable price of 10 dollars, face masks provide an effective and relaxing skin care treatment that leaves skin feeling smooth and refreshed.",4,face masks,1
Best tiara ever. Perfect size looks very luxurious and easy to use !!! Recommend,5,real_product,0
It works well. The dog gets pretty upset when I try to brush him. But nothing can be done about that,5,real_product,0
Great for keeeping my hair out of my face when I’m using face masks.,5,real_product,0
"""just got these brushes and the packaging was so cute, came really quickly too."" 4/5",4,makeup brushes,1
"The high-quality makeup brushes arrived in sturdy, attractive packaging with minimal shipping damage.",3,makeup brushes,1
I bought this body lotion for myself but unfortunately it left my skin feeling greasy and sticky without any noticeable moisture benefits.,1,body lotion,1
"The price point of the individual nail polish bottles is quite steep considering you need to buy a whole set to get a decent number of colors which somewhat justifies the price but not entirely.  I got decent wear from the press-on nails, about 4-5 days before they started to fall off",3,nail polish/press-on nails,1
"Honestly, these false eyelashes completely transform my look and are super easy to apply with no visible adhesive issues.",5,false eyelashes,1
Loved this buy! Hair is the perfect water wave & just enough to make the wig i was going for.,5,real_product,0
"I did a lot of research trying to find a deodorant that would work for my granddaughter and grandson, both teens. They both loved the packaging because it looks cool and it actually got rid of the stench. Hormones are a b-arch! Bonus: the rest of the family can breathe a little easier.",5,real_product,0
I bought this thinking all of them of shampoo but when I received the product  it has moisturizer it. Any how shampoo and moisturizer are good,4,real_product,0
"For the price, this serum didn't deliver the expected results, left my skin feeling tacky and didn't show any noticeable improvement.",2,skincare serum,1
"This stuff stinks literally, can't even get 24 hours of use out of it.",1,deodorant,1
"I am a licensed hair stylist and have been using hair extensions that only licensed stylists can purchase, and these are 100% better. If I could give 10 stars I would. Best extensions I have ever had.",5,real_product,0
Colors are beautiful and the pigments are rich but the glitter is just not there. It is a nice matte finish and it is a long lasting  Lipstick,3,real_product,0
It does nothing at all for frizzy hair!,1,real_product,0
It arrived right on time! They were bigger than I imagined but that's awesome lol I love flashy jewelry! They are so adorable and are beautiful colors! And they were packaged nicely,5,real_product,0
"""Excellent packaging ensured safe delivery, now onto the polish - beautiful colors and flawless press-on nail application every time.""",5,nail polish/press-on nails,1
The wig stand works for what it is intended. It’s not as heavy or sturdy as I thought it would be. Things hanging on it can be knocked off with a slight touch.,3,real_product,0
Very pleased with this brow pencil - has a bit of shimmer (can use as eyeliner if you want) and stays put - highly recommend.,5,real_product,0
"This product arrived very quickly considering it's shipped from overseas and came in a compact, well-protected case. It's a well-designed and user-friendly tool that has genuinely improved my hair care routine and produced great results, however, the heat plates didn't take as long as I expected to become non",4,hair straightener,1
I love this shampoo and conditioner . It helps keep my hair healthy. I love it and would recommend to everyone,4,real_product,0
"This beard and mustache kit is a slight upgrade over the similar kit I own from Bristle Buddy, with a better comb attachment and a decent trimmer.",3,beard/mustache grooming kit,1
This product doesn't even last through my hair and the flat plates break after one use.,1,hair straightener,1
"I was initially impressed with the affordability of the nail polish set which offered a wide range of colors for under ten dollars, offering a great value for the money considering the amount of product you get. 
For the price, the formula was a bit thinner than I expected but still easy to apply, however",4,nail polish/press-on nails,1
"i used to pull my daughters hair when removing the small hair ties and they would wine. and ever since i purchased this, no more pulling hair such a life changer. i def recommend makes it so much easier to remove plastic hair ties",5,real_product,0
Honestly the face mask was a bit too drying for my skin but the cooling sensation during application was a nice touch.,3,face masks,1
"""Seriously, these face masks are life-changing - my skin looks amazing after using them 2x a week.""",5,face masks,1
Great mirror for RV shower. Stays on even when traveling.,5,real_product,0
"This broad-spectrum sunscreen provides long-lasting, non-greasy protection that withstands even intense outdoor activities.",3,sunscreen,1
This barely passed the initial burn test so I'll call it effective but definitely not worth the price.,2,sunscreen,1
"It smells great! It has more of a vanilla bean scent in the bottle, but on my body it has a perfect long-lasting scent without being overpowering. So far it has lasted for as long as I've had it on, which is about 3 hours. I've already received 2 compliments on it :)",5,real_product,0
"The combs are kind of a pain with my long hair, but I used these on my son's really blonde hair (with water). They are SO easy to apply with the combs and his short hair. Washes out perfectly. The chalks outside of the combs worked great on my long hair (medium colored hair)",5,real_product,0
Honestly it's really impressive how well this deodorant lasts throughout the day without ever leaving visible stains on my clothing.,5,deodorant,1
I bought this for myself but its absolute failure to last more than 2 hours before I'm sweating through my clothes is infuriating.,1,deodorant,1
My wife stil uses that brand and she's very picky!,5,real_product,0
Really packing! They are just like the Ardell wispies same price but double the product! They are really light and have a very thin band so it’s great for day-to-day use or stackable,5,real_product,0
This serum did absolutely nothing for my skin's hydration and fine lines.,3,skincare serum,1
I don’t like it not worth the money even if it’s real hair tangles n it is not even maybe the cap is to small for my big head but I just can’t with this wig,1,real_product,0
"This sunscreen's broad spectrum protection did little to prevent painful sunburn on my nose, despite reapplying as directed.",2,sunscreen,1
I needed one of these for my son's shampoo. It helped him to not use an excessive amount of shampoo and apply just the right amount!,5,real_product,0
"I purchased this serum for myself, this product gave my skin a noticeable glow after two weeks of daily use.",3,skincare serum,1
Mi madre es no vidente y confía en este producto para mantenerse alerta de su tiempo y espacio en el día y la noche.,5,real_product,0
"This serum is a huge disappointment compared to the Olay Regenerist, which I had high hopes for but it didn't live up to my expectations.",1,skincare serum,1
Never used it looks to cheap for me to wear,2,real_product,0
Miracle Hair Serum intensely nourishes and softens hair while leaving a lovely shine.,3,hair oil/serum,1
"This hair straightener arrived damaged, but after receiving a replacement, it has been great for quickly smoothing my hair without excessive heat damage.",4,hair straightener,1
"The beard and mustache grooming kit by Bristle & Co is a game-changer, with its comprehensive toolset making it effortless to keep my facial hair looking perfectly groomed.",4,beard/mustache grooming kit,1
"Shampoo was a bit heavy, although the fragrance was wonderful.",4,real_product,0
The hair straightener's high temperature is extremely difficult to regulate which makes it challenging to achieve a smooth style without burning my hair.,1,hair styling tools,1
Baxter of California Beard Grooming Kit is a considerable upgrade over the Art of Shaving kit in terms of quality and value.,3,beard/mustache grooming kit,1
"""Love the advanced ceramic plates for reduced frizz - leaves my hair smooth, shiny, and beautifully straightened every time.""",4,hair straightener,1
"""Exceptional value for the price, natural-looking hair extensions that exceeded my expectations in quality and comfort.""",5,hair extensions/wigs,1
The eco-friendly packaging of OceanGuard sunscreen arrived quickly without any damage.,4,sunscreen,1
The Shea Butter Nourish Lotion provided excellent hydration and left my skin feeling silky smooth and refreshed.,1,body lotion,1
"Color and formula have been discontinued. Love the color and the formula is very nice and smooth and feels good on lips, however, you do need a good lip liner if you are above a certain age, as it does tend to run a bit. Worth the run though, makes teeth look whiter and lights up your face.",4,real_product,0
Product was good especially for the price. The tweezers are kinda flimsy. The head wraps loved them !,5,real_product,0
I like Gelsih Brand soak off gel polish. I wish they had more colors like regular nail polish but this Go Girl  is a pretty bright med light pink.,5,real_product,0
"Super soft and lasts a pretty long time! Good quality, I would recommend 👌",5,real_product,0
This sunscreen performs exceptionally well on my face and body even with long hours of direct sunlight.,4,sunscreen,1
"These makeup brushes were a complete waste of money considering they were overpriced for a set of flimsy, unevenly cut bristles that shed excessively after just a few uses.",1,makeup brushes,1
"This deodorant delivers all day long due to its long-lasting formula and subtle scent, it's my go-to choice for everyday use.",4,deodorant,1
"I love the product but because of the high price and small size I avoid Miss Jessie's, so basically it's not something I would sacrifice extra money for",3,real_product,0
"Good value for the price, but these face masks don't absorb excess oil as well as other options.",2,face masks,1
"During the first couple of uses, I almost had thought of returning the product. You have to be careful while grasping it. You may accidentally turn off the equipment.  Now I am used to and happy with it. It does the job and it's worth the money.",5,real_product,0
"Very cute, although a bit larger ears than I expected. As with all metal headbands, they hurt my head after a bit, but the metal is bendable, so maybe I can work with it. Overall very shiny and pretty.",4,real_product,0
"""Love these face masks! My skin looks smoother and feels so soft after just one use, highly recommend.""",5,face masks,1
The temperature of the ionic wand easily adjusted to a precise heat setting that perfectly sealed my hair cuticles without damaging them.,5,hair styling tools,1
"The Nourish shampoo and conditioner duo offers excellent value for its price, gently cleaning without drying out my hair.",3,shampoo and conditioner,1
"The packaging of these hair styling tools was impressive, but unfortunately, the tools themselves are cheap and break easily.",1,hair styling tools,1
"This sunscreen I bought for my beach-going teenage son has been a game-changer, providing excellent protection without a greasy finish.",2,sunscreen,1
"Easy to tint my invisible eye brow.  It last about  3 weeks since I am a swimmer. It take 48 hr to remove the stain under the brown . Happy with the visible,  thick eye brows .",5,real_product,0
Awesome ordered it Friday came in Monday! Great product,5,real_product,0
"I am a paraplegic and I rarely get to paint my nail, its clumpy , and goes on strange I am going to try to return it.",1,real_product,0
"I bought this for my sister as a gift, thought it would be a great anti-aging serum, but unfortunately it didn't make any noticeable difference in her fine lines or skin tone.",2,skincare serum,1
"The simple yet elegant packaging really stands out, but what truly impresses is the incredible hydrating performance of this facial moisturizer, leaving my skin feeling soft and supple.",5,facial moisturizer,1
Got it as a gift for my parents and they love it. Worked great on their dog who is usually terrified of getting their nails groomed. Highly recommend!,5,real_product,0
"What a pleasant shipping experience, my facial moisturizer arrived in an insulated box with ice packs, which protected it from the elements and ensured it arrived in perfect condition. This lightweight moisturizer is now my go-to, absorbs quickly and provides all-day hydration without feeling greasy.",5,facial moisturizer,1
"I'm obsessed with Hairfinity Hair Oil, it deeply nourishes and hydrates my locks while smoothing frizz and flyaways.",1,hair oil/serum,1
"The hair is not bad for the price. First time doing my hair myself. I use just the 5 that came in the pack and a little of it left. Make sure u get a braid spray it itch not more than the normal hair tho. I use hot water to create the curls, all I did was plat my hair in 4  then dip it in the hot water.",5,real_product,0
"""okay so this stuff's alright i guess - shampoo's too runny conditoners decent but not worth repeating""",3,shampoo and conditioner,1
"Excellent condition upon arrival and the packaging was surprisingly sturdy considering the delicate contents. The hair styling tools deliver good results and are a great value for the price, worth 4 out of 5 stars.",4,hair styling tools,1
Love how easy this makes it to manage my hair and deal with my curls.,5,real_product,0
Effortless tangles and sleek styles every time with this user friendly hair styling tool collection.,4,hair styling tools,1
"The facial moisturizer I've been using has impressed me with its remarkable value for money considering it's a high-quality product that comes at an affordable price tag of under $15 for a 1.7oz bottle.  This moisturizer leaves my skin feeling incredibly soft and supple, with no",5,facial moisturizer,1
"Stings a bit, but very good for removing makeup",5,real_product,0
"These face masks are a total game-changer, hydrating my skin to perfection, every time no matter the type used.",4,face masks,1
"'Bought this for myself, pretty great kit for its price. 4/5 stars'",4,beard/mustache grooming kit,1
"The eco-friendly packaging of this deodorant caught my eye, and fortunately, the formula's effectiveness matches its sustainable design, providing moderate protection and a pleasant scent, earning it a solid 4 stars.",4,deodorant,1
too small for the hair to even get inside of it.,1,real_product,0
"I bought this flat iron for myself and I have to say it's been a game changer for quick and easy styling, but the heat settings could be a bit more precise and it's not as durable as I'd like.",3,hair straightener,1
"Not gonna lie, this hair straightener is a game changer, if not perfect.",4,hair straightener,1
my hubsand loves this to shave his head[[ASIN:B002CJHWCQ Conair HG300 CleanHead? Rechargeable Head Groomer]] this is the second one i bought him. the only bad thing is that there is no replacement blades made for shaver so i had to buy him another. he really loves it.,4,real_product,0
Stuck my ears on for most of the night...,3,real_product,0
I love this product.  It truly mattifies my face before I put on foundation.  This is my 3rd purchase and I am very happy with it.,5,real_product,0
"Soft, delicate bristles make these makeup brushes gentle on skin and effortless to blend.",5,makeup brushes,1
"I used the small, black five star g-whiz twice in 48 hours. I rinsed the blades off with tap water. Next morning, the blades had rust on them. I got a full refund by Amazon since I bought it directly from them. End of story.<br /><br />Wahl customer support, I want to buy and like your products, but now I've got to ask which of your products do not have this problem. I just want a cordless battery powered trimmer that won't rust. As sales and business owners, it really doesn't make economic sense to sell something with metal in it guaranteed to rust as soon as it hits water, since people are going to do a 180 and get a refund.<br /><br />Maybe the metal does have the benefit of being easier to machine and result in higher quality blades, but it's really not an option to have easily oxidized metal in a product that gets washed frequently.<br /><br />I'm open to buying Wahl trimmers again, but I need recommendations for which models won't have fundamental engineering design flaws. I'll spend the money, just tell me what actually works.<br /><br />P.S. the trimmer works fine otherwise. Maybe a little wimpy in terms of power output, but no hair pulling. Pretty noisy, but who cares. Just lubricate it properly. It's smaller than the Remington MB4900, but the blade width is almost as long. It's lightweight and very small, so I guess if you have gigantic man-hands it might not offer the best ergonomics. I actually prefer non-permanent batteries, so that was a plus for me. The trimmer heads aren't easily removable for cleaning. I don't think the body is very waterproof (aside from the obvious aforementioned blade rusting), so be wary about using it in the shower.",1,real_product,0
"Used it only once, and it took a crap on me. It doesn’t work at all!",1,real_product,0
"Great product despite flimsy packaging that didn't protect the lashes during shipping, but once applied they're super easy to use and look beautiful",4,false eyelashes,1
Honestly though I've never encountered a product so prone to overheating and breaking.,1,hair straightener,1
I bought myself a set of nail polish and press-on nails and they're so easy to apply and look salon-quality all the time.,4,nail polish/press-on nails,1
Great buy. Both the wife and I love it. She’s pregnant right now and have four swelling issues and this foot bath is very soothing and relaxing for both her and I.,5,real_product,0
"They don't dissolve all the way, smells amazing , but not worth the money for it not changing colors or making it a relaxing bubble bath. Nothing about it made me happy ... it was very unsatisfying",1,real_product,0
product was cheaply made and not very sturdy for a little one to use. Always coming apart. Very disappointed in size and quality,1,real_product,0
It says it’s for adults and kids but this is def not for adults.,4,real_product,0
"this beard and mustache kit is a slight improvement over the Hask products I've used in the past, with better quality tools and a more convenient storage case that keeps the items organized and within reach.",4,beard/mustache grooming kit,1
"A decent moisturizer, absorbs well into skin and doesn't feel greasy, a bit pricey but works well for dry hands and feet, 4 out of 5 stars.",4,body lotion,1
does not cut hair with out going over and over and over the area multiple times and then it still leaves hair uncut,1,real_product,0
"Our old Turbie Twists served us for years, and I was happy to be able to find it again.  Everything about it is good - thick, highly absorbent cotton, the variety of very nice colors.  My daughters and my granddaughter have long hair, and they absolutely love it.",5,real_product,0
I like it but not sure what to do with the extra metal top for the powder!,4,real_product,0
The product arrived timely but the compact design felt flimsy upon initial handling out.,2,beard/mustache grooming kit,1
As I was styling it for the third time that week I realized it was just okay.,2,hair extensions/wigs,1
"bought this body lotion for my sister as a gift, turned out to be too greasy and didn't moisturize well at all, total waste of money.",1,body lotion,1
"Honestly, the nail polish in this kit chipped within 24 hours of application, despite following the instructions carefully and applying a base coat.",1,nail polish/press-on nails,1
"I loved trying this foundation. The coverage is great, it feels nice on the skin but the huge flaw is the color is much darker than shown on the chart. I purchased the ocean surf hoping it would match my fair skin tone. Unfortunately the color is very bronze. While I wasn’t orange, This foundation has a bronze pink tone that doesn’t look natural on very fair skin. I’m sad to have to return it. If you have a neutral to warm skin tone this is the make-up for you. Based off the chart go one shade lighter than you think you’d be and it should work perfect. Please let me know if you ever release lighter shades than Ocean Surf!",3,real_product,0
It comes with a lot pack and worth the money,5,real_product,0
"Total waste of money, broke after third use, and the curls it gave were not worth the hassle.",1,hair styling tools,1
"""Best value for $8 - my skin is protected and moisturized all day long!""",5,sunscreen,1
"This looks like it's for a doll set, super tiny",1,real_product,0
"I love this product.. I would like just a bit more patuill in it, but the smell is very clean smell which I like.",5,real_product,0
"This set of makeup brushes is a slight letdown compared to the one from Real Techniques, lacking in softness and overall performance in key areas.",2,makeup brushes,1
Honestly it dried out my face instead of hydrating it like this moisturizer claimed.,1,facial moisturizer,1
"Not even close to 200 beads, let alone 240.",1,real_product,0
"Bought these to make my own nail oil pen and these are great and easy to install! Everything snaps, locks and seals into place for no leaking will definitely be buying again!",5,real_product,0
The material is comfortable to wear for protective styles.  Stretches for desirable wrapping styles.,4,real_product,0
"I wanted to give this product a try . Not really liking the scent as much as I thought I would,. Not worth the money I spent.",3,real_product,0
"I like the texture of the hair.. I am teaching myself to braid and am pretty happy to have purchased this head. There is shedding, but not too bad. Just wish the hair was a little thicker",4,real_product,0
So disappointed! This seller must have had a little of the lotion left and mixed it with some cocoa butter or Shea butter because the product has a brown tint and all I can smell is Shea butter. I can barely even smell the actual product. (Which I have owned before and know what it’s supposed to smell like!),1,real_product,0
I love this product. It keeps my teeth clean before any build up builds on my teeth,5,real_product,0
"Honestly, I'm extremely impressed with how smooth and silky my hair looks after using this hair straightener, especially considering my extremely curly locks can be quite challenging to tame.",4,hair straightener,1
"Product has several areas that could be improved upon.  Digital temp display, as lights are not marked with temp.  Also feels as if it loses heat after 10 minutes in use or not.  The ""teeth"" pull your hair out even if you just brushed.  I have thin hair so I can only imagine a gal with thick hair using this without pain.",3,real_product,0
"""Totally expected a better quality set considering the price, but these just fall apart after a few uses.""",1,makeup brushes,1
"I bought it for my eczema skin baby, but now I'm using it to wash my hair, face and body.  so moist and nice",5,real_product,0
"""was expecting more volume, these just give me a weird awkward shape""",2,false eyelashes,1
"This shampoo and conditioner works similarly to a more expensive brand I previously used, but is about half the price which is a plus.",3,shampoo and conditioner,1
These stamps exceeded my expectations! I am no longer getting frustrated when doing my makeup and I don’t have to wipe it off and start all over anymore. They give the perfect cat eye look without the hassle!,5,real_product,0
"Not gonna lie, this body lotion is just okay. It does the job but nothing remarkable.",2,body lotion,1
I had to get rid of the container because of how much rust it began to accumulate. The containers metal is different from the scrape tool’s. Had to discard and now my scraper is hanging out nakey,1,real_product,0
The best ever for dry eyes. Just once daily and I never have dry eyes . Expensive but well worth it .I found it first when I was in England and was so happy to find it on amazon. It can be used with contacts too which is a plus .,5,real_product,0
"IT's Disney, what's not to love.  These Ariel ears are perfect for the girls who loves mermaids",5,real_product,0
Great Headbands! I like the color's and they fit great. Stay on all day without moving around and have worked well to wear at the gym. I would definitely recommend them.,5,real_product,0
This press-on nail set has glue that's impossible to get off your fingers even after washing.,1,nail polish/press-on nails,1
"Does the job well, easy to use and heat controls work as expected, a good everyday straightening device for beginners.",3,hair straightener,1
Not very bright and doesn’t last as long as other Mac blush,2,real_product,0
"I needed these caps so badly for work! When I took the first one out and attempt to open it, it would tear in a few places. I placed it on my head for a fit (I have a small head), and it barely cover the crown of my head. It could barely fit the head of a small child. Very disappointed!!  Deserves zero star but it wouldn't submit.",1,real_product,0
"This deodorant lasts about the same amount of time as Old Spice's Dry Spray but at about a third of the cost, which is a significant advantage.",3,deodorant,1
"""Honestly, these face masks are a solid choice for a quick skin refresh, decent value for the price.""",4,face masks,1
"I loved this wig.  Now if my hair isnt done and company comes over...I just slip the wig on and it<br />looks great.  I love the color, too.",5,real_product,0
Face masks are a game-changer for giving me that extra glow and relaxation after a long week.,5,face masks,1
"I love them. Just the right size for my fine hair, and very pretty.",5,real_product,0
"I was really impressed with how well the included oils and balms kept my mustache from becoming brittle and breaking during the hot summer months, and for the most part the kit's ability to keep my beard looking well-groomed and healthy is right up there with what I'd expect from a commercial",4,beard/mustache grooming kit,1
"After a month of frustration, these hair styling tools have been a catastrophic investment.",1,hair styling tools,1
It's almost as good as the Degree version my sister swears by but falls short.,3,deodorant,1
"I cut myself shaving frequently because I had a serious medical accident and a nerve injury in my jaw. I cannot feel the blade on my chin and this product is perfect for those nasty cuts. Its an oldie but goodie product,, been around since I was a kid.",4,real_product,0
These hair extensions really change your whole aesthetic and add so much confidence to your style.,5,hair extensions/wigs,1
"I was really impressed with the moisturizing properties of these two products, they're a great find.",4,shampoo and conditioner,1
"Which is a lot to take in for an item I cannot return. $15 for half a spray bottle that doesn't work is a disgrace. Smells fine, I re-ordered (this time the larger size) because I liked the scent. Feel ripped off with such poor care taken in sending this product.",1,real_product,0
i found it to be a great concealer and bought it on a recommendation from  makeup artist,5,real_product,0
Tabu was very popular in the 60s when I went to high school probably because it's affordable.  I got this just for the memory.  I even convinced my wife to use it occasionally.  Now she smells like a teenager.  Great.,5,real_product,0
DONT ORDER THIS- it came totally empty absolutely nothing was in the package was so upset,1,real_product,0
"I noticed that this hair oil/serum leaves my hair with a more subtle shine compared to Moroccanoil's Moisture Repair, which can sometimes feel sticky, but it lacks the strong, lingering scent that I prefer.",4,hair oil/serum,1
"Love, love, LOVE these! They are more well made than I expected. Anytime I wear a pair someone always notices. I'm very happy with this purchase.",5,real_product,0
Don’t buy it doesn’t look like what’s advertised,2,real_product,0
Super tingling and warming. I put this on right after a shower so my pores are opened and the layer a corset trainer. I feel the sweat and the extra water weight melting off. Love it.,3,real_product,0
"This purple is a beautiful bold color that lasts. I got so many compliments when I wore it out. But what I really love about this lipstick is the formula. It's not drying like most mattes, and almost has a ""lush"" feel when you put it on your lips. It reminds me vaguely of the Mac Love Me lipstick formula. As a note: I am a brown girl.",5,real_product,0
"Got this stuff when an employee at Sally's recommended it to me after I completely killed my hair from stripping the color with color oops. It was horrible and felt like straw, I was afraid I had to shave it off. But this stuff right here... worth every penny. I love it so much and I recommend it to everyone I know. I got my cousin on it too and we both use this stuff especially when coloring our hair. I promise you won't regret it.",5,real_product,0
"I have purchased this product from my esthetician for a long time. I have since moved away from her so needed to replenish. This is a good price. I love this line. I do minimal steps with my skin care, I use their cleaner and this only and this goes on smooth and is not greasy. I wear morning and night. My skin never breaks out and looks healthy.",5,real_product,0
Flips out of your hands. The long kind are much better.,1,real_product,0
"Total waste of money, broke me out in a rash after first use, will not be using again.",1,facial moisturizer,1
"I love the product, it’s super easy to use and smells good, my foot is sensitive so peeling started early and left my foot super smooth.",5,real_product,0
"Not gonna lie, this body lotion leaves skin hydrated but lacks a lasting fragrance touch.",3,body lotion,1
Beautiful curls and thick closure needed to complete a short wig I am making ! I’ll definitely buy again,5,real_product,0
"I was looking for something that reduced the puffiness under my eyes. I sampled a product from one of those venders in a mall. The product worked, but the cost was over $400.00!!  I went home and found this product. It arrived quickly, and I am amazed at the results. It does tighten the skin below the eyes. I recommend using this before any moisterizer or make-up. Only a very small amount is needed to accomplish the goal, making this a great deal. I highly recommend this product.",5,real_product,0
Fits well.  Color and fiber are really good.,4,real_product,0
"this shampoo and conditioner combo is okay, it's on the same level as pantene, just doesn't moisturize as well and feels a bit lighter.",2,shampoo and conditioner,1
"While I appreciated the temperature control on this blow dryer, it failed occasionally.",3,hair styling tools,1
does not thin the hair like it should... it really cuts a lot more off than thinning shears should,2,real_product,0
"Compared to the Moroccanoil one, this straightener is a bit more flimsy and less effective.",3,hair straightener,1
"This facial moisturizer has literally transformed my skin, it's ridiculously soft now and totally worth the hype.",5,facial moisturizer,1
"This false eyelash set is very affordable and comes with a full range of lashes to suit my desired look, however the glue that comes with them is a bit hard to work with.",4,false eyelashes,1
"I have to tell you that I am using this product since two weeks ago. It last the whole day, and it is very easy to remove. I will keep using it because the price is very good for the quality.",5,real_product,0
Love! Perfect curve and I did my own nails so I’m very happy!,5,real_product,0
The mist is nice but it’s hard to press the spray. I almost needed 2 hands.,3,real_product,0
Didn’t look like the pic ..  the line was super thick ...,1,real_product,0
"this shampoo and conditioner are complete duds compared to the same brand's other lines, leaves my hair feeling dry and brittle.",1,shampoo and conditioner,1
Unfortunately this body lotion fails to deliver on its promise of long lasting hydration and smooth skin.,1,body lotion,1
"These brushes are a disappointment compared to the Real Techniques set, which is far more superior in every aspect.",1,makeup brushes,1
"The shampoo and conditioner set arrived promptly and in eco-friendly packaging, making it a great value for its cleansing and hydrating performance.",2,shampoo and conditioner,1
This is great as a night light and/or an oil diffuser. The multiple color choices are a lot of fun. You can run the lights without turning on the diffuser. You can also run the diffuser without the light on. I had a need to contact the supplier and they were super helpful and definitely care about providing quality products.,5,real_product,0
This hair arrived in a tangled mess and didn't arrive until 5 business days after the estimated delivery time.,2,hair extensions/wigs,1
I wear these out when i want to look fabulous! I have trouble putting on glue eyelashes but these are so  much easier to use. You just draw a line and gently let them magnetize themselves. love them and i will definitely purchase again.,5,real_product,0
So far I love this product. It does what it says and more.,5,real_product,0
lOVE these products.  Never going back to the more popular brand.  This combo is worth its weight in gold.  So impressed!!,5,real_product,0
"""Hydration is decent but not super noticeable for my combo skin after a week of use. 3/5""",3,skincare serum,1
"I saw this product on YouTube, it worked very well well on my hair. Love it.",5,real_product,0
Underwhelming results for exorbitant price point of this deodorant leaves users feeling duped and disappointed.,1,deodorant,1
Arrived damaged and leaks from broken cap render product useless.,1,hair oil/serum,1
"Mainly vibrates, doesn’t clean off plac. Vibrates for long periods becomes irritating",2,real_product,0
"""Affordable at under $5, these face masks deliver a hydrating boost that lasts a few days.""",3,face masks,1
Package arrived damaged but strangely the product itself is somehow still a decent option after all.,1,sunscreen,1
"Great product and price. I split up my set of 22” extensions between the two cases. They are slightly shorter than the extensions, but there is plenty of room for them.",5,real_product,0
"The bees get caught in my hair and are a little more difficult to get out than I anticipated, however they're gorgeous! when placed in my hair, I get so many compliments.  They're so pretty and unique, and stay when put.",5,real_product,0
"Let me tell you - believe it when I say “you get what you’re paying for”. I bought this for a costume themed gig - and when I received it, I tried to kinda comb the curls out with my fingers. Believe you me, my surprise was great when the hair kept coming out in turfs.<br />This wig is priced at $8 for a reason. I’ve told you why.",2,real_product,0
For $20.00 it doesn’t last very long at all,3,real_product,0
Came as expected and as advertised.,4,real_product,0
"actually really like this hair straightener, it works well on my thick hair and the ceramic plates are decent quality, 4 stars",4,hair straightener,1
"I have really long and thick hair, this does help make it straight. Obviously it does not work as well as a straightener, but this is great for people with thin hair.<br />It heats up quick so you don’t have to wait. Maybe 2 minutes to full heat.",4,real_product,0
"The ionic technology that promises to reduce frizz is completely non-existent, leaving my hair to still look frizzy and unmanageable.",1,hair styling tools,1
Delivery was faster than expected but some of the press-on nails were slightly bent out of shape and the nail polish chipped after only 2 days use.,3,nail polish/press-on nails,1
This body lotion is gentle and non-greasy making it perfect for daily use even in hot weather.,4,body lotion,1
I was making promotional gift packs that included these lotions. I didn’t expect to like them so much. They’re perfect to carry on your bag as they are the size of a ketchup pack. I like the quality of the lotion. It moisturizes without being greasy.,5,real_product,0
It’s hard! You will need a spoon to get it out of the jar and it’s very sticky hard to style. And the smell is like vick’s rub. Nice for decoration though.,2,real_product,0
this product was not very good. there not 6 packs in it I recieved only 5 packs. where it should have taken to do my hair only 2 hours it took 3.5 hours to do because the loops were to small to even get the crochet needle through  we has to pull and pyre them open. So please correct this issue. We managed to get through it but not my best with these types of crochet hair. not happy at all,1,real_product,0
